Mod:Item:MetaData, Localized Name
harvestcraft:spicebunItem, Spice Bun
harvestcraft:gingeredrhubarbtartItem, Gingered Rhubarb Tart
harvestcraft:lambbarleysoupItem, Lamb Barley Soup
harvestcraft:honeylemonlambItem, Honey Lemon Lamb
harvestcraft:pumpkinoatsconesItem, Pumpkin Oat Scones
harvestcraft:beefjerkyItem, Beef Jerky
harvestcraft:plumjuiceItem, Plum Juice
harvestcraft:pearjuiceItem, Pear Juice
harvestcraft:ovenroastedcauliflowerItem, Oven Roasted Cauliflower
harvestcraft:leekbaconsoupItem, Leek Bacon Soup
harvestcraft:herbbutterparsnipsItem, Herb Butter Parsnips
harvestcraft:scallionbakedpotatoItem, Scallion Baked Potato
harvestcraft:soymilkItem, Soy Milk
harvestcraft:firmtofuItem, Firm Tofu
harvestcraft:silkentofuItem, Silken Tofu
harvestcraft:bamboosteamedriceItem, Bamboo Steamed Rice
harvestcraft:roastedchestnutItem, Roasted Chestnut
harvestcraft:sweetpotatosouffleItem, Sweet Potato Souffle
harvestcraft:cashewchickenItem, Cashew Chicken
harvestcraft:apricotjuiceItem, Apricot Juice
harvestcraft:apricotyogurtItem, Apricot Yogurt
harvestcraft:apricotglazedporkItem, Apricot Glazed Pork
harvestcraft:apricotjellyItem, Apricot Jelly
harvestcraft:apricotjellysandwichItem, Apricot Jelly Sandwich
harvestcraft:apricotsmoothieItem, Apricot Smoothie
harvestcraft:figbarItem, Fig Bar
harvestcraft:figjellyItem, Fig Jelly
harvestcraft:figjellysandwichItem, Fig Jelly Sandwich
harvestcraft:figsmoothieItem, Fig Smoothie
harvestcraft:figyogurtItem, Fig Yogurt
harvestcraft:figjuiceItem, Fig Juice
harvestcraft:grapefruitjuiceItem, Grapfruit Juice
harvestcraft:grapefruitjellyItem, Grapefruit Jelly
harvestcraft:grapefruitjellysandwichItem, Grapefruit Jelly Sandwich
harvestcraft:grapefruitsmoothieItem, Grapefruit Smoothie
harvestcraft:grapefruityogurtItem, Grapefruit Yogurt
harvestcraft:grapefruitsodaItem, Grapefruit Soda
harvestcraft:citrussaladItem, Citrus Salad
harvestcraft:pecanpieItem, Pecan Pie
harvestcraft:pralinesItem, Pralines
harvestcraft:persimmonjuiceItem, Persimmon Juice
harvestcraft:persimmonyogurtItem, Persimmon Yogurt
harvestcraft:persimmonsmoothieItem, Persimmon Smoothie
harvestcraft:persimmonjellyItem, Persimmon Jelly
harvestcraft:persimmonjellysandwichItem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonItem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesItem, Bacon Wrapped Dates
harvestcraft:datenutbreadItem, Date Nut Bread
harvestcraft:maplesyruppancakesItem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesItem, Maple Syrup Waffles
harvestcraft:maplesausageItem, Maple Sausage
harvestcraft:mapleoatmealItem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealItem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealItem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconItem, Maple Candied Bacon
harvestcraft:toastsandwichItem, Toast Sandwich
harvestcraft:potatoandcheesepirogiItem, Potato and Cheese Pirogi
harvestcraft:zeppoleItem, Zeppole
harvestcraft:sausageinbreadItem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeItem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreadItem, Lavender Shortbread
harvestcraft:beefwellingtonItem, Beef Wellington
harvestcraft:epicbaconItem, Epic Bacon
harvestcraft:manjuuItem, Manjuu
harvestcraft:chickengumboItem, Chicken Gumbo
harvestcraft:generaltsochickenItem, General Tso's Chicken
harvestcraft:californiarollItem, California Roll
harvestcraft:futomakiItem, Futo Maki
harvestcraft:beansontoastItem, Beans on Toast
harvestcraft:vegemiteItem, Vegemite
harvestcraft:honeycombchocolatebarItem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebarItem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreadItem, Fairy Bread
harvestcraft:lamingtonItem, Lamington
harvestcraft:timtamItem, Tim Tam
harvestcraft:meatpieItem, Meat Pie
harvestcraft:chikorollItem, Chiko Roll
harvestcraft:damperItem, Damper
harvestcraft:beetburgerItem, Beet Burger
harvestcraft:pavlovaItem, Pavlova
harvestcraft:gherkinItem, Gherkin
harvestcraft:mcpamItem, McPam
harvestcraft:ceasarsaladItem, Ceasar Salad
harvestcraft:chaoscookieItem, Chaos Cookie
harvestcraft:chocolatebaconItem, Chocolate Bacon
harvestcraft:lambkebabItem, Lamb Kebab
harvestcraft:nutellaItem, Nutella
harvestcraft:snickersbarItem, Snickers Bar
harvestcraft:spinachpieItem, Spinach Pie
harvestcraft:steamedspinachItem, Steamed Spinach
harvestcraft:vegemiteontoastItem, Vegemite on Toast
harvestcraft:anchovyrawItem, Raw Anchovy
harvestcraft:bassrawItem, Raw Bass
harvestcraft:carprawItem, Raw Carp
harvestcraft:catfishrawItem, Raw Catfish
harvestcraft:charrrawItem, Raw Charr
harvestcraft:clamrawItem, Raw Clam
harvestcraft:crabrawItem, Raw Crab
harvestcraft:crayfishrawItem, Raw Crayfish
harvestcraft:eelrawItem, Raw Eel
harvestcraft:frograwItem, Raw Frog
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheesecake
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:rabbitrawItem, Raw Rabbit
harvestcraft:rabbitcookedItem, Cooked Rabbit
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
ExtraTiC:funStuffIngot:0, Fairy Ingot
ExtraTiC:funStuffIngot:1, Pokefennium Ingot
ExtraTiC:funStuffIngot:2, RedAurum Ingot
ExtraTiC:drulloyIngot:0, Drulloy Ingot
ExtraTiC:arrowhead:128, Oureclase Arrowhead
ExtraTiC:arrowhead:129, Prometheum Arrowhead
ExtraTiC:arrowhead:130, Quicksilver Arrowhead
ExtraTiC:arrowhead:131, Tartarite Arrowhead
ExtraTiC:arrowhead:132, Desichalkos Arrowhead
ExtraTiC:arrowhead:133, Eximite Arrowhead
ExtraTiC:arrowhead:134, Bloodwood Arrowhead
ExtraTiC:arrowhead:135, Darkwood Arrowhead
ExtraTiC:arrowhead:136, Fusewood Arrowhead
ExtraTiC:arrowhead:137, Ghostwood Arrowhead
ExtraTiC:arrowhead:138, Nether Quartz Arrowhead
ExtraTiC:arrowhead:139, Refined Glowstone Arrowhead
ExtraTiC:arrowhead:140, Osmium Arrowhead
ExtraTiC:arrowhead:141, Pokefennium Arrowhead
ExtraTiC:arrowhead:142, Fairy Arrowhead
ExtraTiC:arrowhead:143, Certus Quartz Arrowhead
ExtraTiC:arrowhead:144, Ender Amethyst Arrowhead
ExtraTiC:arrowhead:160, Fiery Arrowhead
ExtraTiC:arrowhead:161, Ironwood Arrowhead
ExtraTiC:arrowhead:162, KnightMetal Arrowhead
ExtraTiC:arrowhead:163, Steelleaf Arrowhead
ExtraTiC:arrowhead:164, Amethyst Arrowhead
ExtraTiC:arrowhead:165, Peridot Arrowhead
ExtraTiC:arrowhead:166, Ruby Arrowhead
ExtraTiC:arrowhead:167, Sapphire Arrowhead
ExtraTiC:arrowhead:171, Dark Steel Arrowhead
ExtraTiC:arrowhead:172, Void Metal Arrowhead
ExtraTiC:arrowhead:173, RedAurum Arrowhead
ExtraTiC:arrowhead:180, Glue Arrowhead
ExtraTiC:arrowhead:181, Yellorium Arrowhead
ExtraTiC:arrowhead:182, Cyanite Arrowhead
ExtraTiC:arrowhead:183, Blutonium Arrowhead
ExtraTiC:arrowhead:184, Ludicrite Arrowhead
ExtraTiC:arrowhead:185, Bedrockium Arrowhead
ExtraTiC:arrowhead:186, Tear Jerker Arrowhead
ExtraTiC:arrowhead:189, Enderium Arrowhead
ExtraTiC:arrowhead:190, Signalum Arrowhead
ExtraTiC:arrowhead:191, Lumium Arrowhead
ExtraTiC:arrowhead:2000, Constantan Arrowhead
ExtraTiC:arrowhead:100, Angmallen Arrowhead
ExtraTiC:arrowhead:101, Damascus Steel Arrowhead
ExtraTiC:arrowhead:102, Hepatizon Arrowhead
ExtraTiC:arrowhead:103, Brass Arrowhead
ExtraTiC:arrowhead:104, Electrum Arrowhead
ExtraTiC:arrowhead:105, Platinum Arrowhead
ExtraTiC:arrowhead:106, Silver Arrowhead
ExtraTiC:arrowhead:107, Amordrine Arrowhead
ExtraTiC:arrowhead:108, Ceruclase Arrowhead
ExtraTiC:arrowhead:109, Ignatius Arrowhead
ExtraTiC:arrowhead:110, Inolashite Arrowhead
ExtraTiC:arrowhead:111, Kalendrite Arrowhead
ExtraTiC:arrowhead:112, Midasium Arrowhead
ExtraTiC:arrowhead:113, Sanguinite Arrowhead
ExtraTiC:arrowhead:114, Shadow Iron Arrowhead
ExtraTiC:arrowhead:115, Shadow Steel Arrowhead
ExtraTiC:arrowhead:116, Vulcanite Arrowhead
ExtraTiC:arrowhead:117, Vyroxeres Arrowhead
ExtraTiC:arrowhead:118, Adamantine Arrowhead
ExtraTiC:arrowhead:119, Astral Silver Arrowhead
ExtraTiC:arrowhead:120, Atlarus Arrowhead
ExtraTiC:arrowhead:121, Black Steel Arrowhead
ExtraTiC:arrowhead:122, Carmot Arrowhead
ExtraTiC:arrowhead:123, Celenegil Arrowhead
ExtraTiC:arrowhead:124, Deep Iron Arrowhead
ExtraTiC:arrowhead:125, Haderoth Arrowhead
ExtraTiC:arrowhead:126, Mithril Arrowhead
ExtraTiC:arrowhead:127, Orichalcum Arrowhead
ExtraTiC:axeHead:128, Oureclase Axe Head
ExtraTiC:axeHead:129, Prometheum Axe Head
ExtraTiC:axeHead:130, Quicksilver Axe Head
ExtraTiC:axeHead:131, Tartarite Axe Head
ExtraTiC:axeHead:132, Desichalkos Axe Head
ExtraTiC:axeHead:133, Eximite Axe Head
ExtraTiC:axeHead:134, Bloodwood Axe Head
ExtraTiC:axeHead:135, Darkwood Axe Head
ExtraTiC:axeHead:136, Fusewood Axe Head
ExtraTiC:axeHead:137, Ghostwood Axe Head
ExtraTiC:axeHead:138, Nether Quartz Axe Head
ExtraTiC:axeHead:139, Refined Glowstone Axe Head
ExtraTiC:axeHead:140, Osmium Axe Head
ExtraTiC:axeHead:141, Pokefennium Axe Head
ExtraTiC:axeHead:142, Fairy Axe Head
ExtraTiC:axeHead:143, Certus Quartz Axe Head
ExtraTiC:axeHead:144, Ender Amethyst Axe Head
ExtraTiC:axeHead:160, Fiery Axe Head
ExtraTiC:axeHead:161, Ironwood Axe Head
ExtraTiC:axeHead:162, KnightMetal Axe Head
ExtraTiC:axeHead:163, Steelleaf Axe Head
ExtraTiC:axeHead:164, Amethyst Axe Head
ExtraTiC:axeHead:165, Peridot Axe Head
ExtraTiC:axeHead:166, Ruby Axe Head
ExtraTiC:axeHead:167, Sapphire Axe Head
ExtraTiC:axeHead:171, Dark Steel Axe Head
ExtraTiC:axeHead:172, Void Metal Axe Head
ExtraTiC:axeHead:173, RedAurum Axe Head
ExtraTiC:axeHead:180, Glue Axe Head
ExtraTiC:axeHead:181, Yellorium Axe Head
ExtraTiC:axeHead:182, Cyanite Axe Head
ExtraTiC:axeHead:183, Blutonium Axe Head
ExtraTiC:axeHead:184, Ludicrite Axe Head
ExtraTiC:axeHead:185, Bedrockium Axe Head
ExtraTiC:axeHead:186, Tear Jerker Axe Head
ExtraTiC:axeHead:189, Enderium Axe Head
ExtraTiC:axeHead:190, Signalum Axe Head
ExtraTiC:axeHead:191, Lumium Axe Head
ExtraTiC:axeHead:2000, Constantan Axe Head
ExtraTiC:axeHead:100, Angmallen Axe Head
ExtraTiC:axeHead:101, Damascus Steel Axe Head
ExtraTiC:axeHead:102, Hepatizon Axe Head
ExtraTiC:axeHead:103, Brass Axe Head
ExtraTiC:axeHead:104, Electrum Axe Head
ExtraTiC:axeHead:105, Platinum Axe Head
ExtraTiC:axeHead:106, Silver Axe Head
ExtraTiC:axeHead:107, Amordrine Axe Head
ExtraTiC:axeHead:108, Ceruclase Axe Head
ExtraTiC:axeHead:109, Ignatius Axe Head
ExtraTiC:axeHead:110, Inolashite Axe Head
ExtraTiC:axeHead:111, Kalendrite Axe Head
ExtraTiC:axeHead:112, Midasium Axe Head
ExtraTiC:axeHead:113, Sanguinite Axe Head
ExtraTiC:axeHead:114, Shadow Iron Axe Head
ExtraTiC:axeHead:115, Shadow Steel Axe Head
ExtraTiC:axeHead:116, Vulcanite Axe Head
ExtraTiC:axeHead:117, Vyroxeres Axe Head
ExtraTiC:axeHead:118, Adamantine Axe Head
ExtraTiC:axeHead:119, Astral Silver Axe Head
ExtraTiC:axeHead:120, Atlarus Axe Head
ExtraTiC:axeHead:121, Black Steel Axe Head
ExtraTiC:axeHead:122, Carmot Axe Head
ExtraTiC:axeHead:123, Celenegil Axe Head
ExtraTiC:axeHead:124, Deep Iron Axe Head
ExtraTiC:axeHead:125, Haderoth Axe Head
ExtraTiC:axeHead:126, Mithril Axe Head
ExtraTiC:axeHead:127, Orichalcum Axe Head
ExtraTiC:battelSign:128, Oureclase Battle Sign
ExtraTiC:battelSign:129, Prometheum Battle Sign
ExtraTiC:battelSign:130, Quicksilver Battle Sign
ExtraTiC:battelSign:131, Tartarite Battle Sign
ExtraTiC:battelSign:132, Desichalkos Battle Sign
ExtraTiC:battelSign:133, Eximite Battle Sign
ExtraTiC:battelSign:134, Bloodwood Battle Sign
ExtraTiC:battelSign:135, Darkwood Battle Sign
ExtraTiC:battelSign:136, Fusewood Battle Sign
ExtraTiC:battelSign:137, Ghostwood Battle Sign
ExtraTiC:battelSign:138, Nether Quartz Battle Sign
ExtraTiC:battelSign:139, Refined Glowstone Battle Sign
ExtraTiC:battelSign:140, Osmium Battle Sign
ExtraTiC:battelSign:141, Pokefennium Battle Sign
ExtraTiC:battelSign:142, Fairy Battle Sign
ExtraTiC:battelSign:143, Certus Quartz Battle Sign
ExtraTiC:battelSign:144, Ender Amethyst Battle Sign
ExtraTiC:battelSign:160, Fiery Battle Sign
ExtraTiC:battelSign:161, Ironwood Battle Sign
ExtraTiC:battelSign:162, KnightMetal Battle Sign
ExtraTiC:battelSign:163, Steelleaf Battle Sign
ExtraTiC:battelSign:164, Amethyst Battle Sign
ExtraTiC:battelSign:165, Peridot Battle Sign
ExtraTiC:battelSign:166, Ruby Battle Sign
ExtraTiC:battelSign:167, Sapphire Battle Sign
ExtraTiC:battelSign:171, Dark Steel Battle Sign
ExtraTiC:battelSign:172, Void Metal Battle Sign
ExtraTiC:battelSign:173, RedAurum Battle Sign
ExtraTiC:battelSign:180, Glue Battle Sign
ExtraTiC:battelSign:181, Yellorium Battle Sign
ExtraTiC:battelSign:182, Cyanite Battle Sign
ExtraTiC:battelSign:183, Blutonium Battle Sign
ExtraTiC:battelSign:184, Ludicrite Battle Sign
ExtraTiC:battelSign:185, Bedrockium Battle Sign
ExtraTiC:battelSign:186, Tear Jerker Battle Sign
ExtraTiC:battelSign:189, Enderium Battle Sign
ExtraTiC:battelSign:190, Signalum Battle Sign
ExtraTiC:battelSign:191, Lumium Battle Sign
ExtraTiC:battelSign:2000, Constantan Battle Sign
ExtraTiC:battelSign:100, Angmallen Battle Sign
ExtraTiC:battelSign:101, Damascus Steel Battle Sign
ExtraTiC:battelSign:102, Hepatizon Battle Sign
ExtraTiC:battelSign:103, Brass Battle Sign
ExtraTiC:battelSign:104, Electrum Battle Sign
ExtraTiC:battelSign:105, Platinum Battle Sign
ExtraTiC:battelSign:106, Silver Battle Sign
ExtraTiC:battelSign:107, Amordrine Battle Sign
ExtraTiC:battelSign:108, Ceruclase Battle Sign
ExtraTiC:battelSign:109, Ignatius Battle Sign
ExtraTiC:battelSign:110, Inolashite Battle Sign
ExtraTiC:battelSign:111, Kalendrite Battle Sign
ExtraTiC:battelSign:112, Midasium Battle Sign
ExtraTiC:battelSign:113, Sanguinite Battle Sign
ExtraTiC:battelSign:114, Shadow Iron Battle Sign
ExtraTiC:battelSign:115, Shadow Steel Battle Sign
ExtraTiC:battelSign:116, Vulcanite Battle Sign
ExtraTiC:battelSign:117, Vyroxeres Battle Sign
ExtraTiC:battelSign:118, Adamantine Battle Sign
ExtraTiC:battelSign:119, Astral Silver Battle Sign
ExtraTiC:battelSign:120, Atlarus Battle Sign
ExtraTiC:battelSign:121, Black Steel Battle Sign
ExtraTiC:battelSign:122, Carmot Battle Sign
ExtraTiC:battelSign:123, Celenegil Battle Sign
ExtraTiC:battelSign:124, Deep Iron Battle Sign
ExtraTiC:battelSign:125, Haderoth Battle Sign
ExtraTiC:battelSign:126, Mithril Battle Sign
ExtraTiC:battelSign:127, Orichalcum Battle Sign
ExtraTiC:binding:128, Oureclase Binding
ExtraTiC:binding:129, Prometheum Binding
ExtraTiC:binding:130, Quicksilver Binding
ExtraTiC:binding:131, Tartarite Binding
ExtraTiC:binding:132, Desichalkos Binding
ExtraTiC:binding:133, Eximite Binding
ExtraTiC:binding:134, Bloodwood Binding
ExtraTiC:binding:135, Darkwood Binding
ExtraTiC:binding:136, Fusewood Binding
ExtraTiC:binding:137, Ghostwood Binding
ExtraTiC:binding:138, Nether Quartz Binding
ExtraTiC:binding:139, Refined Glowstone Binding
ExtraTiC:binding:140, Osmium Binding
ExtraTiC:binding:141, Pokefennium Binding
ExtraTiC:binding:142, Fairy Binding
ExtraTiC:binding:143, Certus Quartz Binding
ExtraTiC:binding:144, Ender Amethyst Binding
ExtraTiC:binding:160, Fiery Binding
ExtraTiC:binding:161, Ironwood Binding
ExtraTiC:binding:162, KnightMetal Binding
ExtraTiC:binding:163, Steelleaf Binding
ExtraTiC:binding:164, Amethyst Binding
ExtraTiC:binding:165, Peridot Binding
ExtraTiC:binding:166, Ruby Binding
ExtraTiC:binding:167, Sapphire Binding
ExtraTiC:binding:171, Dark Steel Binding
ExtraTiC:binding:172, Void Metal Binding
ExtraTiC:binding:173, RedAurum Binding
ExtraTiC:binding:180, Glue Binding
ExtraTiC:binding:181, Yellorium Binding
ExtraTiC:binding:182, Cyanite Binding
ExtraTiC:binding:183, Blutonium Binding
ExtraTiC:binding:184, Ludicrite Binding
ExtraTiC:binding:185, Bedrockium Binding
ExtraTiC:binding:186, Tear Jerker Binding
ExtraTiC:binding:189, Enderium Binding
ExtraTiC:binding:190, Signalum Binding
ExtraTiC:binding:191, Lumium Binding
ExtraTiC:binding:2000, Constantan Binding
ExtraTiC:binding:100, Angmallen Binding
ExtraTiC:binding:101, Damascus Steel Binding
ExtraTiC:binding:102, Hepatizon Binding
ExtraTiC:binding:103, Brass Binding
ExtraTiC:binding:104, Electrum Binding
ExtraTiC:binding:105, Platinum Binding
ExtraTiC:binding:106, Silver Binding
ExtraTiC:binding:107, Amordrine Binding
ExtraTiC:binding:108, Ceruclase Binding
ExtraTiC:binding:109, Ignatius Binding
ExtraTiC:binding:110, Inolashite Binding
ExtraTiC:binding:111, Kalendrite Binding
ExtraTiC:binding:112, Midasium Binding
ExtraTiC:binding:113, Sanguinite Binding
ExtraTiC:binding:114, Shadow Iron Binding
ExtraTiC:binding:115, Shadow Steel Binding
ExtraTiC:binding:116, Vulcanite Binding
ExtraTiC:binding:117, Vyroxeres Binding
ExtraTiC:binding:118, Adamantine Binding
ExtraTiC:binding:119, Astral Silver Binding
ExtraTiC:binding:120, Atlarus Binding
ExtraTiC:binding:121, Black Steel Binding
ExtraTiC:binding:122, Carmot Binding
ExtraTiC:binding:123, Celenegil Binding
ExtraTiC:binding:124, Deep Iron Binding
ExtraTiC:binding:125, Haderoth Binding
ExtraTiC:binding:126, Mithril Binding
ExtraTiC:binding:127, Orichalcum Binding
ExtraTiC:chiselHead:128, Oureclase Chisel Head
ExtraTiC:chiselHead:129, Prometheum Chisel Head
ExtraTiC:chiselHead:130, Quicksilver Chisel Head
ExtraTiC:chiselHead:131, Tartarite Chisel Head
ExtraTiC:chiselHead:132, Desichalkos Chisel Head
ExtraTiC:chiselHead:133, Eximite Chisel Head
ExtraTiC:chiselHead:134, Bloodwood Chisel Head
ExtraTiC:chiselHead:135, Darkwood Chisel Head
ExtraTiC:chiselHead:136, Fusewood Chisel Head
ExtraTiC:chiselHead:137, Ghostwood Chisel Head
ExtraTiC:chiselHead:138, Nether Quartz Chisel Head
ExtraTiC:chiselHead:139, Refined Glowstone Chisel Head
ExtraTiC:chiselHead:140, Osmium Chisel Head
ExtraTiC:chiselHead:141, Pokefennium Chisel Head
ExtraTiC:chiselHead:142, Fairy Chisel Head
ExtraTiC:chiselHead:143, Certus Quartz Chisel Head
ExtraTiC:chiselHead:144, Ender Amethyst Chisel Head
ExtraTiC:chiselHead:160, Fiery Chisel Head
ExtraTiC:chiselHead:161, Ironwood Chisel Head
ExtraTiC:chiselHead:162, KnightMetal Chisel Head
ExtraTiC:chiselHead:163, Steelleaf Chisel Head
ExtraTiC:chiselHead:164, Amethyst Chisel Head
ExtraTiC:chiselHead:165, Peridot Chisel Head
ExtraTiC:chiselHead:166, Ruby Chisel Head
ExtraTiC:chiselHead:167, Sapphire Chisel Head
ExtraTiC:chiselHead:171, Dark Steel Chisel Head
ExtraTiC:chiselHead:172, Void Metal Chisel Head
ExtraTiC:chiselHead:173, RedAurum Chisel Head
ExtraTiC:chiselHead:180, Glue Chisel Head
ExtraTiC:chiselHead:181, Yellorium Chisel Head
ExtraTiC:chiselHead:182, Cyanite Chisel Head
ExtraTiC:chiselHead:183, Blutonium Chisel Head
ExtraTiC:chiselHead:184, Ludicrite Chisel Head
ExtraTiC:chiselHead:185, Bedrockium Chisel Head
ExtraTiC:chiselHead:186, Tear Jerker Chisel Head
ExtraTiC:chiselHead:189, Enderium Chisel Head
ExtraTiC:chiselHead:190, Signalum Chisel Head
ExtraTiC:chiselHead:191, Lumium Chisel Head
ExtraTiC:chiselHead:2000, Constantan Chisel Head
ExtraTiC:chiselHead:100, Angmallen Chisel Head
ExtraTiC:chiselHead:101, Damascus Steel Chisel Head
ExtraTiC:chiselHead:102, Hepatizon Chisel Head
ExtraTiC:chiselHead:103, Brass Chisel Head
ExtraTiC:chiselHead:104, Electrum Chisel Head
ExtraTiC:chiselHead:105, Platinum Chisel Head
ExtraTiC:chiselHead:106, Silver Chisel Head
ExtraTiC:chiselHead:107, Amordrine Chisel Head
ExtraTiC:chiselHead:108, Ceruclase Chisel Head
ExtraTiC:chiselHead:109, Ignatius Chisel Head
ExtraTiC:chiselHead:110, Inolashite Chisel Head
ExtraTiC:chiselHead:111, Kalendrite Chisel Head
ExtraTiC:chiselHead:112, Midasium Chisel Head
ExtraTiC:chiselHead:113, Sanguinite Chisel Head
ExtraTiC:chiselHead:114, Shadow Iron Chisel Head
ExtraTiC:chiselHead:115, Shadow Steel Chisel Head
ExtraTiC:chiselHead:116, Vulcanite Chisel Head
ExtraTiC:chiselHead:117, Vyroxeres Chisel Head
ExtraTiC:chiselHead:118, Adamantine Chisel Head
ExtraTiC:chiselHead:119, Astral Silver Chisel Head
ExtraTiC:chiselHead:120, Atlarus Chisel Head
ExtraTiC:chiselHead:121, Black Steel Chisel Head
ExtraTiC:chiselHead:122, Carmot Chisel Head
ExtraTiC:chiselHead:123, Celenegil Chisel Head
ExtraTiC:chiselHead:124, Deep Iron Chisel Head
ExtraTiC:chiselHead:125, Haderoth Chisel Head
ExtraTiC:chiselHead:126, Mithril Chisel Head
ExtraTiC:chiselHead:127, Orichalcum Chisel Head
ExtraTiC:chunk:128, Oureclase Chunk
ExtraTiC:chunk:129, Prometheum Chunk
ExtraTiC:chunk:130, Quicksilver Chunk
ExtraTiC:chunk:131, Tartarite Chunk
ExtraTiC:chunk:132, Desichalkos Chunk
ExtraTiC:chunk:133, Eximite Chunk
ExtraTiC:chunk:134, Bloodwood Chunk
ExtraTiC:chunk:135, Darkwood Chunk
ExtraTiC:chunk:136, Fusewood Chunk
ExtraTiC:chunk:137, Ghostwood Chunk
ExtraTiC:chunk:138, Nether Quartz Chunk
ExtraTiC:chunk:139, Refined Glowstone Chunk
ExtraTiC:chunk:140, Osmium Chunk
ExtraTiC:chunk:141, Pokefennium Chunk
ExtraTiC:chunk:142, Fairy Chunk
ExtraTiC:chunk:143, Certus Quartz Chunk
ExtraTiC:chunk:144, Ender Amethyst Chunk
ExtraTiC:chunk:160, Fiery Chunk
ExtraTiC:chunk:161, Ironwood Chunk
ExtraTiC:chunk:162, KnightMetal Chunk
ExtraTiC:chunk:163, Steelleaf Chunk
ExtraTiC:chunk:164, Amethyst Chunk
ExtraTiC:chunk:165, Peridot Chunk
ExtraTiC:chunk:166, Ruby Chunk
ExtraTiC:chunk:167, Sapphire Chunk
ExtraTiC:chunk:171, Dark Steel Chunk
ExtraTiC:chunk:172, Void Metal Chunk
ExtraTiC:chunk:173, RedAurum Chunk
ExtraTiC:chunk:180, Glue Chunk
ExtraTiC:chunk:181, Yellorium Chunk
ExtraTiC:chunk:182, Cyanite Chunk
